line,p,logit,y,p_uncalibrated,p_platt,p_beta,p_isotonic
3,0.9999929666519165,,1,0.9999929666519165,0.7204973847956834,0.7300165862699844,0.7404295051353875
3,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
3,0.9999985694885254,,1,0.9999985694885254,0.720501933369902,0.7710076837021818,0.7623824451410658
3,0.999998927116394,,1,0.999998927116394,0.7205022237028881,0.7779264336877836,0.7623824451410658
3,0.9999951124191284,,1,0.9999951124191284,0.7204991268081841,0.7397798008673845,0.7425486160933302
3,0.9999243021011353,,1,0.9999243021011353,0.7204416368870512,0.6609466120742472,0.6860919139530379
3,0.9999673366546631,,1,0.9999673366546631,0.7204765769104201,0.6863813308667469,0.7028582132968972
3,0.9999305009841919,,1,0.9999305009841919,0.7204466699637688,0.6635781732351478,0.6885070041632337
3,0.9999933242797852,,1,0.9999933242797852,0.7204976751315617,0.7314305350628095,0.7404295051353875
3,0.9999871253967285,,1,0.9999871253967285,0.7204926426168748,0.7132977108819379,0.7175465180565717
3,0.9999788999557495,,1,0.9999788999557495,0.720485964771382,0.6991867135144197,0.7058586324097063
3,0.9999957084655762,,1,0.9999957084655762,0.7204996106993662,0.743212391599448,0.7433993399339934
3,0.99998939037323,,1,0.99998939037323,0.720494481426748,0.7187154430650187,0.7306478517441153
3,0.9999933242797852,,1,0.9999933242797852,0.7204976751315617,0.7314305350628095,0.7404295051353875
3,0.9998646974563599,,1,0.9998646974563599,0.7203932390886423,0.6428001419430462,0.6777149305330729
3,0.9999954700469971,,1,0.9999954700469971,0.7204994171429548,0.7417889611352564,0.7431943737779962
3,0.9999547004699707,,1,0.9999547004699707,0.7204663177901515,0.6766066640983646,0.6979351447914981
3,0.9999887943267822,,1,0.9999887943267822,0.7204939975301309,0.7171913697405463,0.7272001323526565
3,0.999997615814209,,1,0.999997615814209,0.7205011591477025,0.7583528132979096,0.7440476190476191
3,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
3,0.9999527931213379,,1,0.9999527931213379,0.7204647692236789,0.6753627296781208,0.6971920401114379
3,0.9999978542327881,,1,0.9999978542327881,0.7205013527033756,0.7610014835252789,0.7440476190476191
3,0.9999967813491821,,1,0.9999967813491821,0.7205004817022015,0.7506994159556502,0.7434812762115436
3,0.9999760389328003,,1,0.9999760389328003,0.720483642019626,0.6954912642298171,0.7052519953773365
3,0.9999970197677612,,1,0.9999970197677612,0.7205006752581615,0.752677449222766,0.7437021627598346
3,0.9999973773956299,,1,0.9999973773956299,0.7205009655919478,0.7559396288155045,0.7440334925822711
3,0.9999926090240479,,1,0.9999926090240479,0.7204970944596205,0.7286684402431712,0.7404295051353875
3,0.9999983310699463,,1,0.9999983310699463,0.7205017398144752,0.7672385356252523,0.7595245594135749
3,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
3,0.999997615814209,,1,0.999997615814209,0.7205011591477025,0.7583528132979096,0.7440476190476191
3,0.999997615814209,,1,0.999997615814209,0.7205011591477025,0.7583528132979096,0.7440476190476191
3,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
3,0.9999960660934448,,1,0.9999960660934448,0.7204999010338291,0.7454923355455497,0.7433993399339934
4,0.999984860420227,,1,0.999984860420227,0.7204908037995973,0.7087125522217902,0.7071224595604764
4,0.9999982118606567,,1,0.9999982118606567,0.720501643036731,0.765537648277076,0.7541960353434838
4,0.9999926090240479,,1,0.9999926090240479,0.7204970944596205,0.7286684402431712,0.7404295051353875
4,0.9999977350234985,,1,0.9999977350234985,0.7205012559255495,0.7596447743444922,0.7440476190476191
4,0.9999877214431763,,1,0.9999877214431763,0.7204931265149276,0.7146307049986531,0.7209942374480305
4,0.9999237060546875,,1,0.9999237060546875,0.7204411529344446,0.6607045321751238,0.6858596937405191
4,0.9999626874923706,,1,0.9999626874923706,0.7204728023552296,0.6824232995363859,0.7010468956392504
4,0.9999986886978149,,1,0.9999986886978149,0.7205020301475844,0.7731161738678541,0.7623824451410658
4,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
4,0.9991821646690369,,1,0.9991821646690369,0.7198386705958999,0.5841220939986589,0.6163275822229712
4,0.9999959468841553,,1,0.9999959468841553,0.7204998042556953,0.7447116083085551,0.7433993399339934
4,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
4,0.9999969005584717,,1,0.9999969005584717,0.7205005784801917,0.7516707268793116,0.743591719485689
